NE,MIA,BUF,NYJ,PIT,BAL,CIN,CLE,HOU,TEN,IND,JAX,KC,OAK,DEN,LAC,DAL,NYG,WAS,PHI,GB,DET,MIN,CHI,ATL,TB,NO,CAR,SEA,ARI,LA,SF
"['MIA', 'MIA', 'BUF', 'BUF', 'NYJ', 'NYJ', 'KC', 'OAK', 'DEN', 'LAC', 'DAL', 'NYG', 'WAS', 'PHI', 'PIT', 'HOU', 'KC']","['NE', 'NE', 'BUF', 'BUF', 'NYJ', 'NYJ', 'KC', 'OAK', 'DEN', 'LAC', 'DAL', 'NYG', 'WAS', 'PHI', 'BAL', 'TEN', 'OAK']","['NE', 'NE', 'MIA', 'MIA', 'NYJ', 'NYJ', 'KC', 'OAK', 'DEN', 'LAC', 'DAL', 'NYG', 'WAS', 'PHI', 'CIN', 'IND', 'DEN']","['NE', 'NE', 'MIA', 'MIA', 'BUF', 'BUF', 'KC', 'OAK', 'DEN', 'LAC', 'DAL', 'NYG', 'WAS', 'PHI', 'CLE', 'JAX', 'LAC']","['BAL', 'BAL', 'CIN', 'CIN', 'CLE', 'CLE', 'HOU', 'TEN', 'IND', 'JAX', 'GB', 'DET', 'MIN', 'CHI', 'NE', 'HOU', 'KC']","['PIT', 'PIT', 'CIN', 'CIN', 'CLE', 'CLE', 'HOU', 'TEN', 'IND', 'JAX', 'GB', 'DET', 'MIN', 'CHI', 'MIA', 'TEN', 'OAK']","['PIT', 'PIT', 'BAL', 'BAL', 'CLE', 'CLE', 'HOU', 'TEN', 'IND', 'JAX', 'GB', 'DET', 'MIN', 'CHI', 'BUF', 'IND', 'DEN']","['PIT', 'PIT', 'BAL', 'BAL', 'CIN', 'CIN', 'HOU', 'TEN', 'IND', 'JAX', 'GB', 'DET', 'MIN', 'CHI', 'NYJ', 'JAX', 'LAC']","['TEN', 'TEN', 'IND', 'IND', 'JAX', 'JAX', 'PIT', 'BAL', 'CIN', 'CLE', 'SEA', 'ARI', 'LA', 'SF', 'NE', 'PIT', 'KC']","['HOU', 'HOU', 'IND', 'IND', 'JAX', 'JAX', 'PIT', 'BAL', 'CIN', 'CLE', 'SEA', 'ARI', 'LA', 'SF', 'MIA', 'BAL', 'OAK']","['HOU', 'HOU', 'TEN', 'TEN', 'JAX', 'JAX', 'PIT', 'BAL', 'CIN', 'CLE', 'SEA', 'ARI', 'LA', 'SF', 'BUF', 'CIN', 'DEN']","['HOU', 'HOU', 'TEN', 'TEN', 'IND', 'IND', 'PIT', 'BAL', 'CIN', 'CLE', 'SEA', 'ARI', 'LA', 'SF', 'NYJ', 'CLE', 'LAC']","['OAK', 'OAK', 'DEN', 'DEN', 'LAC', 'LAC', 'NE', 'MIA', 'BUF', 'NYJ', 'ATL', 'TB', 'NO', 'CAR', 'NE', 'PIT', 'HOU']","['KC', 'KC', 'DEN', 'DEN', 'LAC', 'LAC', 'NE', 'MIA', 'BUF', 'NYJ', 'ATL', 'TB', 'NO', 'CAR', 'MIA', 'BAL', 'TEN']","['KC', 'KC', 'OAK', 'OAK', 'LAC', 'LAC', 'NE', 'MIA', 'BUF', 'NYJ', 'ATL', 'TB', 'NO', 'CAR', 'BUF', 'CIN', 'IND']","['KC', 'KC', 'OAK', 'OAK', 'DEN', 'DEN', 'NE', 'MIA', 'BUF', 'NYJ', 'ATL', 'TB', 'NO', 'CAR', 'NYJ', 'CLE', 'JAX']","['NYG', 'NYG', 'WAS', 'WAS', 'PHI', 'PHI', 'SEA', 'ARI', 'LA', 'SF', 'KC', 'OAK', 'DEN', 'LAC', 'GB', 'ATL', 'SEA']","['DAL', 'DAL', 'WAS', 'WAS', 'PHI', 'PHI', 'SEA', 'ARI', 'LA', 'SF', 'KC', 'OAK', 'DEN', 'LAC', 'DET', 'TB', 'ARI']","['DAL', 'DAL', 'NYG', 'NYG', 'PHI', 'PHI', 'SEA', 'ARI', 'LA', 'SF', 'KC', 'OAK', 'DEN', 'LAC', 'MIN', 'NO', 'LA']","['DAL', 'DAL', 'NYG', 'NYG', 'WAS', 'WAS', 'SEA', 'ARI', 'LA', 'SF', 'KC', 'OAK', 'DEN', 'LAC', 'CHI', 'CAR', 'SF']","['DET', 'DET', 'MIN', 'MIN', 'CHI', 'CHI', 'ATL', 'TB', 'NO', 'CAR', 'PIT', 'BAL', 'CIN', 'CLE', 'DAL', 'ATL', 'SEA']","['GB', 'GB', 'MIN', 'MIN', 'CHI', 'CHI', 'ATL', 'TB', 'NO', 'CAR', 'PIT', 'BAL', 'CIN', 'CLE', 'NYG', 'TB', 'ARI']","['GB', 'GB', 'DET', 'DET', 'CHI', 'CHI', 'ATL', 'TB', 'NO', 'CAR', 'PIT', 'BAL', 'CIN', 'CLE', 'WAS', 'NO', 'LA']","['GB', 'GB', 'DET', 'DET', 'MIN', 'MIN', 'ATL', 'TB', 'NO', 'CAR', 'PIT', 'BAL', 'CIN', 'CLE', 'PHI', 'CAR', 'SF']","['TB', 'TB', 'NO', 'NO', 'CAR', 'CAR', 'GB', 'DET', 'MIN', 'CHI', 'NE', 'MIA', 'BUF', 'NYJ', 'DAL', 'GB', 'SEA']","['ATL', 'ATL', 'NO', 'NO', 'CAR', 'CAR', 'GB', 'DET', 'MIN', 'CHI', 'NE', 'MIA', 'BUF', 'NYJ', 'NYG', 'DET', 'ARI']","['ATL', 'ATL', 'TB', 'TB', 'CAR', 'CAR', 'GB', 'DET', 'MIN', 'CHI', 'NE', 'MIA', 'BUF', 'NYJ', 'WAS', 'MIN', 'LA']","['ATL', 'ATL', 'TB', 'TB', 'NO', 'NO', 'GB', 'DET', 'MIN', 'CHI', 'NE', 'MIA', 'BUF', 'NYJ', 'PHI', 'CHI', 'SF']","['ARI', 'ARI', 'LA', 'LA', 'SF', 'SF', 'DAL', 'NYG', 'WAS', 'PHI', 'HOU', 'TEN', 'IND', 'JAX', 'DAL', 'GB', 'ATL']","['SEA', 'SEA', 'LA', 'LA', 'SF', 'SF', 'DAL', 'NYG', 'WAS', 'PHI', 'HOU', 'TEN', 'IND', 'JAX', 'NYG', 'DET', 'TB']","['SEA', 'SEA', 'ARI', 'ARI', 'SF', 'SF', 'DAL', 'NYG', 'WAS', 'PHI', 'HOU', 'TEN', 'IND', 'JAX', 'WAS', 'MIN', 'NO']","['SEA', 'SEA', 'ARI', 'ARI', 'LA', 'LA', 'DAL', 'NYG', 'WAS', 'PHI', 'HOU', 'TEN', 'IND', 'JAX', 'PHI', 'CHI', 'CAR']"
